,2020-09-13Hour00,2020-09-13Hour01,2020-09-13Hour02,2020-09-13Hour03,2020-09-13Hour04,2020-09-13Hour05,2020-09-13Hour06,2020-09-13Hour07,2020-09-13Hour08,2020-09-13Hour09,2020-09-13Hour10,2020-09-13Hour11,2020-09-13Hour12,2020-09-13Hour13,2020-09-13Hour14,2020-09-13Hour15,2020-09-13Hour16,2020-09-13Hour17,2020-09-13Hour18,2020-09-13Hour19,2020-09-13Hour20,2020-09-13Hour21,2020-09-13Hour22,2020-09-13Hour23
S77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,6.8000000000000025,0.2,4.0,12.799999999999997,2.6000000000000005,1.4,0.4,0.8,0.2,0.2,0.2,0.0,0.0,0.0
S109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,13.999999999999998,3.4,1.4,0.8,0.6000000000000001,0.4,0.2,,0.0,0.0,0.0
S117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,1.4,1.8,0.0,3.4000000000000004,14.799999999999999,2.8,1.2,0.4,0.6000000000000001,0.4,0.2,0.0,0.0,0.0,0.0
S90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.2,0.6000000000000001,4.6000000000000005,15.6,2.8000000000000003,1.4,0.4,0.6000000000000001,0.4,0.2,0.0,0.0,0.0,0.0
S61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.0,4.6000000000000005,24.2,4.199999999999999,1.7999999999999998,1.7999999999999998,0.8,0.6000000000000001,0.2,,0.0,0.0,0.0
S114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16.599999999999998,3.6,1.0,0.6000000000000001,0.4,0.2,0.2,,0.0,0.0,0.0
S11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,5.8,3.0000000000000004,1.0,0.2,0.2,0.0,0.2,,0.2,0.0,0.0
S50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,2.8000000000000007,0.4,3.8,20.2,2.8,1.4,0.4,0.4,0.6000000000000001,0.0,,0.0,0.0,0.0
S107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.8,1.0,4.8,16.2,3.5999999999999996,1.7999999999999998,1.2,0.8,0.8,0.2,,0.0,0.0,0.0
S215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,4.0600000000000005,0.203,5.075,14.007,3.2479999999999998,1.4210000000000003,1.2180000000000002,0.609,0.406,0.203,0.0,0.0,0.0,0.0
S118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.6000000000000005,1.2,6.4,18.599999999999998,3.4000000000000004,1.4,1.0,0.6000000000000001,0.2,0.2,0.0,0.0,0.0,0.0
S120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.800000000000002,0.8,4.0,10.0,3.0,1.4,0.6000000000000001,0.8,0.2,0.2,,0.0,0.0,0.0
S33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.6000000000000001,1.4,18.600000000000005,2.4,1.9999999999999998,0.4,0.4,0.4,,0.0,0.0,0.0,0.0
S71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,4.800000000000001,1.2,6.6,9.2,2.6,1.4,0.6000000000000001,0.8,0.4,0.0,0.0,0.0,0.0,0.0
S43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.6000000000000005,0.4,3.0,23.4,3.6000000000000005,1.4,1.4,0.4,0.6000000000000001,0.4,0.0,0.0,0.0,0.0
S66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,6.400000000000001,0.8,0.6000000000000001,0.4,0.2,0.0,0.2,0.0,0.0,0.0
S112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,11.6,3.800000000000001,1.4,1.0,0.2,0.2,0.2,,0.0,0.0,0.0
S07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.6000000000000001,5.3999999999999995,23.4,2.9999999999999996,0.8,0.4,0.6000000000000001,0.4,0.2,,0.0,0.0,0.0
S40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,19.0,4.400000000000001,1.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0
S108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,8.6,0.4,7.3999999999999995,7.8,4.6000000000000005,2.1999999999999997,1.5999999999999999,1.0,0.4,0.2,,0.0,0.0,0.0
S113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.8,0.4,7.8,17.799999999999997,4.2,2.1999999999999997,1.4,0.8,0.6000000000000001,0.2,,0.0,0.0,0.0
S44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,5.6000000000000005,2.6,1.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0
