,2021-05-15Hour00,2021-05-15Hour01,2021-05-15Hour02,2021-05-15Hour03,2021-05-15Hour04,2021-05-15Hour05,2021-05-15Hour06,2021-05-15Hour07,2021-05-15Hour08,2021-05-15Hour09,2021-05-15Hour10,2021-05-15Hour11,2021-05-15Hour12,2021-05-15Hour13,2021-05-15Hour14,2021-05-15Hour15,2021-05-15Hour16,2021-05-15Hour17,2021-05-15Hour18,2021-05-15Hour19,2021-05-15Hour20,2021-05-15Hour21,2021-05-15Hour22,2021-05-15Hour23
S77,0,0,0,0,,0,0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,0,,0,0,0,0,0,0,0.0
S109,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S90,0,0,0,0,0.0,0,0,0.0,0.0,1.5999999999999999,0.4,0.8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S114,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S11,0,0,0,0,0.0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S50,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S107,0,0,0,0,0.0,0,0,0.2,9.399999999999999,12.4,3.2000000000000006,0.4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S215,0,0,0,0,0.0,0,0,0.0,19.285,5.684,2.0300000000000002,0.406,0.203,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S118,0,0,0,0,0.0,0,0,0.0,12.4,17.000000000000004,1.0,0.6000000000000001,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S120,0,0,0,0,0.0,0,0,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,0.0,0.2,0.0,0,0.0,0,0,0,0,0,0,0.0
S33,0,0,0,0,0.0,0,0,0.2,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S71,0,0,0,0,0.0,0,0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S43,0,0,0,0,0.0,0,0,0.0,29.6,2.0,3.0,1.2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S66,0,0,0,0,0.0,0,0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S112,0,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S40,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S108,0,0,0,0,0.0,0,0,0.0,15.8,21.400000000000002,4.400000000000001,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S113,0,0,0,0,0.0,0,0,0.0,11.799999999999999,15.8,7.800000000000001,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S44,0,0,0,0,0.0,0,0,3.2,3.6000000000000005,1.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S119,0,0,0,0,0.0,0,0,0.0,32.400000000000006,30.599999999999998,2.2,,,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
S121,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0
