,2017-04-28Hour00,2017-04-28Hour01,2017-04-28Hour02,2017-04-28Hour03,2017-04-28Hour04,2017-04-28Hour05,2017-04-28Hour06,2017-04-28Hour07,2017-04-28Hour08,2017-04-28Hour09,2017-04-28Hour10,2017-04-28Hour11,2017-04-28Hour12,2017-04-28Hour13,2017-04-28Hour14,2017-04-28Hour15,2017-04-28Hour16,2017-04-28Hour17,2017-04-28Hour18,2017-04-28Hour19,2017-04-28Hour20,2017-04-28Hour21,2017-04-28Hour22,2017-04-28Hour23
S77,2.8000000000000007,1.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S109,,6.6000000000000005,0.6000000000000001,,,,,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0
S117,0.0,0.8,2.1999999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S55,1.4000000000000001,1.4,1.0,0.8,0.8,3.400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S64,0.0,4.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S61,22.400000000000002,16.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S114,0.0,1.0,2.4,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S11,0.4,0.4,1.2,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S50,7.200000000000001,0.6000000000000001,0.8,0.4,0.2,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S101,1.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S107,13.2,8.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S120,6.000000000000001,2.6000000000000005,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
