,2017-10-26Hour00,2017-10-26Hour01,2017-10-26Hour02,2017-10-26Hour03,2017-10-26Hour04,2017-10-26Hour06,2017-10-26Hour07,2017-10-26Hour08,2017-10-26Hour09,2017-10-26Hour10,2017-10-26Hour11,2017-10-26Hour12,2017-10-26Hour13,2017-10-26Hour14,2017-10-26Hour15,2017-10-26Hour16,2017-10-26Hour17,2017-10-26Hour18,2017-10-26Hour19,2017-10-26Hour20,2017-10-26Hour21,2017-10-26Hour22,2017-10-26Hour23
S77,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S109,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S117,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S55,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.4,3.0,0.0,0.0,0,0.0,,0.0,0.0,0
S64,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S90,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S61,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S114,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S11,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S101,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S107,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.2,0.0,0,0.0,0.0,0.0,0.0,0
S118,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.6000000000000005,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S120,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S63,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S33,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S71,,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S43,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0,0.0,0,0.0,,0.0,0.0,0
S66,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S112,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S07,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S40,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S108,,0,,0.0,0,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S113,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S44,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S119,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0
S121,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S35,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S29,0.0,0,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,3.5999999999999996,11.4,0.2,0.0,0,0.0,,0.0,0.0,0
S94,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,28.799999999999997,0.0,0.4,0,0.0,0.0,0.0,0.0,0
S78,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S106,,0,,,0,,0.0,0.0,0.2,0.0,0.0,,0,23.400000000000002,,0.0,,0,,,0.0,0.0,0
S81,,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.8,5.3999999999999995,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S111,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S900,,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.8,0.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S102,,0,,0.0,0,,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S122,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S60,,0,,0.0,0,,0.0,0.0,0.0,7.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S46,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S84,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.2,0.0,1.4,0,0.0,,0.0,0.0,0
S79,,0,,0.0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S92,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
