,2018-06-19Hour00,2018-06-19Hour01,2018-06-19Hour02,2018-06-19Hour03,2018-06-19Hour04,2018-06-19Hour05,2018-06-19Hour06,2018-06-19Hour07,2018-06-19Hour08,2018-06-19Hour09,2018-06-19Hour10,2018-06-19Hour11,2018-06-19Hour12,2018-06-19Hour13,2018-06-19Hour14,2018-06-19Hour15,2018-06-19Hour16,2018-06-19Hour17,2018-06-19Hour18,2018-06-19Hour19,2018-06-19Hour20,2018-06-19Hour21,2018-06-19Hour22,2018-06-19Hour23
S77,0,0,1.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S109,0,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S117,0,0,0.6000000000000001,2.4000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S55,0,0,0.0,10.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S64,0,0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S90,0,0,1.4,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S61,0,0,0.0,2.8000000000000003,1.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S114,0,0,0.4,8.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S11,0,0,4.8,9.599999999999998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S50,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S101,0,0,12.4,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S107,0,0,0.0,1.2000000000000002,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S215,0,0,0.0,7.308000000000002,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S118,0,0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S120,0,0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S33,0,0,,,,,,,,,,,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S71,0,0,3.4000000000000004,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S43,0,0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,0,0.0,0.0,0.0,0.0,0.0,0,0
S66,0,0,0.0,4.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S112,0,0,0.0,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S07,0,0,1.0,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S40,0,0,0.6000000000000001,9.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S113,0,0,0.0,3.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S44,0,0,9.799999999999999,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S119,0,0,0.0,12.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S121,0,0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S35,0,0,20.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S29,0,0,0.0,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S94,0,0,0.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S78,0,0,0.0,2.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S106,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
S81,0,0,0.0,7.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
S111,0,0,2.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0
