,2018-01-13Hour00,2018-01-13Hour01,2018-01-13Hour02,2018-01-13Hour03,2018-01-13Hour04,2018-01-13Hour05,2018-01-13Hour06,2018-01-13Hour07,2018-01-13Hour08,2018-01-13Hour09,2018-01-13Hour10,2018-01-13Hour11,2018-01-13Hour12,2018-01-13Hour13,2018-01-13Hour14,2018-01-13Hour15,2018-01-13Hour16,2018-01-13Hour17,2018-01-13Hour18,2018-01-13Hour19,2018-01-13Hour20,2018-01-13Hour21,2018-01-13Hour22,2018-01-13Hour23
S77,0.4,0.8,1.5999999999999999,0.6000000000000001,0.4,1.0,1.4,0.8,0.0,0.0,0.2,0.4,0.4,0.6000000000000001,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.6000000000000001,0.8,0.2
S109,0.2,2.6,1.9999999999999998,1.0,1.2,1.4,2.8000000000000007,1.4,0.0,0.0,0.6000000000000001,0.2,0.4,0.6000000000000001,0.4,0.0,0.2,0.0,0.2,0.2,0.4,0.6000000000000001,0.2,0.4
S117,0.2,0.2,0.8,0.6000000000000001,,0.2,0.4,0.4,0.0,0.2,0.0,0.2,0.2,1.0,1.4,0.0,0.4,0.0,0.2,0.2,0.2,0.2,0.2,0.4
S55,0.2,1.7999999999999998,2.5999999999999996,1.4,2.2,4.6,4.4,0.8,0.0,0.2,1.2,0.2,0.4,0.6000000000000001,0.4,0.2,0.2,0.0,0.2,0.2,0.4,0.6000000000000001,0.4,0.4
S64,0.2,1.7999999999999998,1.7999999999999998,0.6000000000000001,1.8,0.6000000000000001,1.2,0.2,0.0,0.2,0.0,0.2,1.2,1.4,0.4,0.0,0.0,0.4,0.4,0.4,0.2,0.6000000000000001,0.4,0.2
S90,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S61,0.2,1.2000000000000002,2.4000000000000004,2.8000000000000007,1.2,2.8000000000000003,6.600000000000001,1.9999999999999998,0.2,0.2,0.4,0.0,0.4,0.6000000000000001,0.4,0.2,0.2,0.0,0.2,0.2,0.4,0.8,0.6000000000000001,0.2
S114,0.0,1.8,1.5999999999999999,0.4,2.0,0.4,0.8,0.4,0.0,0.0,0.2,0.4,1.7999999999999998,2.1999999999999997,0.4,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4
S11,0.0,1.2000000000000002,1.9999999999999998,0.6000000000000001,0.8,0.4,0.6000000000000001,0.4,0.0,0.2,0.0,0.0,0.8,2.0,1.4,0.0,0.2,0.2,0.2,0.2,0.0,0.6000000000000001,0.2,0.4
S50,0.0,,1.0,,,,,0.4,,0.0,0.0,0.2,0.8,1.2,0.4,0.2,0.0,0.4,0.4,0.0,0.4,0.6000000000000001,0.4,0.2
S107,0.4,1.8,4.0,4.000000000000001,,3.600000000000001,5.6,5.0,0.4,0.2,0.2,0.2,0.4,0.6000000000000001,0.4,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2
S118,0.2,1.0,1.7999999999999998,1.0,0.6000000000000001,1.0,2.0,1.0,0.2,0.0,0.4,0.2,0.4,0.6000000000000001,0.4,0.0,0.4,0.2,0.2,0.2,0.6000000000000001,,,
S120,0.2,1.2000000000000002,1.9999999999999998,0.6000000000000001,0.6000000000000001,1.4,1.7999999999999998,1.0,0.2,0.0,0.2,0.2,0.4,0.6000000000000001,0.6000000000000001,0.2,0.4,0.6000000000000001,0.2,0.2,0.4,1.0,0.6000000000000001,0.4
S33,,,,,,,,,,,,,,,,,0.0,0.2,0.2,0.2,0.2,0.4,0.4,
S43,0.2,1.2,2.1999999999999997,1.2,1.6,3.4000000000000004,3.400000000000001,1.2,0.0,0.0,0.6000000000000001,0.2,0.2,0.6000000000000001,0.6000000000000001,0.0,0.2,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2
S40,0.2,3.8,1.5999999999999999,0.8,1.0,1.5999999999999999,1.9999999999999998,0.6000000000000001,0.0,0.0,0.2,0.0,0.6000000000000001,0.6000000000000001,0.4,0.0,0.2,0.4,0.6000000000000001,0.0,0.4,0.6000000000000001,0.4,0.6000000000000001
S108,0.2,1.2,1.9999999999999998,1.2,,1.0,1.7999999999999998,1.2,0.2,0.0,0.4,0.2,0.2,0.4,0.4,,0.2,0.2,0.4,,,,,
S113,0.4,0.8,2.2,1.7999999999999998,0.8,2.8000000000000007,3.5999999999999996,1.4,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.2,0.0,0.2,0.2,0.2,0.4,0.8,0.4,0.2
S44,0.0,0.4,1.5999999999999999,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.6000000000000001,1.4,1.4,0.2,0.0,0.2,0.2,0.2,0.0,0.4,0.2,0.6000000000000001
S119,0.2,1.2000000000000002,1.9999999999999998,1.4,0.8,,,,,,,,,,0.4,0.2,0.4,0.2,0.4,0.2,0.6000000000000001,0.8,0.6000000000000001,0.2
S121,0.0,2.6,1.5999999999999999,0.4,,0.4,0.6000000000000001,0.4,0.0,0.0,0.2,0.0,1.4,2.2,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.4
S35,,,,,,,,,,,0.0,0.2,1.2,1.7999999999999998,0.6000000000000001,0.0,0.0,,,,,,,
S29,0.2,4.4,5.200000000000001,3.6000000000000005,0.8,4.6,7.400000000000001,2.0,0.0,0.2,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0
S94,0.2,3.8000000000000003,4.6000000000000005,4.400000000000001,2.6,5.0,7.2,3.4,0.0,0.4,0.4,0.2,0.4,0.6000000000000001,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.8,0.6000000000000001,0.4
S78,0.4,1.0,1.7999999999999998,1.0,1.2000000000000002,2.1999999999999997,2.8000000000000007,1.2,0.2,0.0,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.8,0.6000000000000001,0.2
